CPU,SMT enabled,Online CPUs,# Sockets,Cores/Socket,Threads/core,Ncores,NUMA nodes,L2 cache,L3 cache,Power Policy,# Meas,Score,sem,Spread,Score/Ncores,RAM,SWAP,electric_power_mean,electric_power_std,HS23/W,min_score,max_score,first_date,last_date
Intel(R) Xeon(R) CPU E5-2650L v3 @ 1.80GHz,0.0,0-23,2.0,12.0,1.0,24.0,2.0,256K,30720K,conservative,856.0,254.4,1.8,52.4,10.6,-,-,-,-,-,20.9,350.6,2023-09-17T09:48:55Z,2025-10-17T08:18:25Z
AMD EPYC 7413 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),256 MiB (8 instances),performance,860.0,1575.0,7.2,209.7,16.4,-,-,-,-,-,1110.4,2960.1,2024-08-09T02:53:12Z,2025-10-30T18:29:48Z
Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),performance,868.0,426.0,2.5,73.6,13.3,-,-,-,-,-,248.6,635.9,2023-10-16T15:44:41Z,2025-10-29T07:47:46Z
Neoverse-N1,0.0,0-79,1.0,80.0,1.0,80.0,1.0,80 MiB (80 instances),not_available,performance,874.0,1565.3,1.9,56.1,19.6,-,-,-,-,-,1352.8,1691.6,2024-04-05T12:30:35Z,2025-10-16T11:07:42Z
AMD EPYC 7513 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,512K,32768K,conservative,874.0,2025.0,14.0,413.8,15.8,-,-,-,-,-,1213.8,3830.4,2023-07-12T13:39:14Z,2024-06-12T12:23:42Z
Intel(R) Xeon(R) CPU           X5560  @ 2.80GHz,1.0,0-15,2.0,4.0,2.0,16.0,1.0,256K,8192K,not_available,891.0,116.5,0.2,5.3,7.3,-,-,-,-,-,92.6,174.0,2023-07-13T04:18:25Z,2024-07-28T16:30:59Z
AMD EPYC 9334 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,64 MiB (64 instances),256 MiB (8 instances),performance,894.0,2565.6,11.5,344.5,20.0,-,-,-,-,-,1907.5,4449.4,2024-08-08T21:59:00Z,2025-10-30T16:56:16Z
AMD EPYC 7413 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,512K,32768K,conservative,898.0,1704.5,10.0,298.5,17.8,-,-,-,-,-,351.9,2843.1,2023-10-23T04:42:37Z,2024-08-31T10:58:40Z
AMD EPYC 7763 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,2.0,64 MiB (128 instances),512 MiB (16 instances),performance,906.0,4093.3,25.7,774.0,16.0,-,-,-,-,-,2456.5,7010.5,2024-03-01T22:12:45Z,2025-10-29T17:45:02Z
AMD EPYC 7513 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,8.0,512K,32768K,not_available,909.0,2007.6,10.1,304.8,15.7,-,-,-,-,-,1597.4,3765.8,2023-07-13T10:58:59Z,2024-06-13T18:16:23Z
Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,48 MiB (48 instances),71.5 MiB (2 instances),powersave,923.0,1204.1,4.1,125.4,12.5,-,-,-,-,-,698.5,1936.2,2024-05-09T11:49:26Z,2025-10-30T21:11:26Z
Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,0.0,0-39,2.0,20.0,1.0,40.0,2.0,1024K,28160K,not_available,923.0,757.6,2.1,64.4,18.9,-,-,-,-,-,579.6,1019.2,2023-09-20T12:38:16Z,2025-02-14T10:51:56Z
Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,0.0,0-31,2.0,16.0,1.0,32.0,2.0,1024K,22528K,not_available,939.0,539.8,1.8,54.4,16.9,-,-,-,-,-,378.2,756.9,2023-09-21T07:41:04Z,2025-02-22T03:36:18Z
AMD EPYC 9654 96-Core Processor,1.0,0-383,2.0,96.0,2.0,384.0,2.0,192 MiB (192 instances),768 MiB (24 instances),ondemand,965.0,6081.8,29.9,927.9,15.8,-,-,-,-,-,3047.4,10769.4,2024-10-10T11:58:50Z,2025-10-30T22:20:41Z
Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,0.0,0-27,2.0,14.0,1.0,28.0,1.0,256K,35840K,performance,966.0,419.6,0.5,16.2,15.0,-,-,-,-,-,339.3,453.8,2023-07-13T20:16:33Z,2025-10-14T11:57:48Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,512K,16384K,not_available,971.0,1110.5,4.3,134.1,17.4,-,-,-,-,-,728.5,1600.9,2023-07-12T13:46:54Z,2024-12-26T12:02:27Z
Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,0.0,0-19,2.0,10.0,1.0,20.0,2.0,256K,25600K,powersave,971.0,320.7,0.5,17.1,16.0,-,-,-,-,-,261.1,380.3,2023-07-12T14:07:00Z,2024-08-05T21:44:41Z
AMD EPYC 7502 32-Core Processor,0.0,0-63,2.0,32.0,1.0,128.0,2.0,512K,16384K,ondemand,977.0,2590.9,6.8,212.9,20.2,-,-,-,-,-,992.5,3304.8,2023-10-25T12:32:59Z,2025-10-25T05:16:52Z
Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,256K,35840K,powersave,994.0,682.8,2.7,86.2,12.2,-,-,-,-,-,478.5,1150.7,2023-07-16T22:04:37Z,2024-06-25T05:02:29Z
Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1024K,36608K,performance,1002.0,1174.7,3.8,118.9,12.2,-,-,-,-,-,713.7,2052.6,2023-07-12T23:47:28Z,2024-05-21T18:30:25Z
Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,256K,30720K,powersave,1008.0,559.0,4.1,130.0,11.6,-,-,-,-,-,212.3,898.2,2023-07-12T19:04:56Z,2025-07-21T22:48:10Z
Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,1024K,14080K,powersave,1014.0,416.7,2.0,64.6,10.4,-,-,-,-,-,284.6,763.1,2023-07-12T23:29:18Z,2025-10-22T12:06:32Z
AMD EPYC 7402 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),256 MiB (16 instances),ondemand,1015.0,1603.3,7.6,241.4,16.7,-,-,515.9,60.2,19.4,398.4,2438.1,2024-09-21T04:59:54Z,2025-10-30T21:44:46Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,512K,16384K,performance,1017.0,1133.5,4.3,136.7,17.7,-,-,-,-,-,718.9,1598.3,2023-07-12T13:39:54Z,2024-09-21T05:08:24Z
AMD EPYC 7452 32-Core Processor,0.0,0-63,2.0,32.0,1.0,128.0,2.0,512K,16384K,ondemand,1023.0,2490.3,7.1,227.2,19.5,-,-,-,-,-,1442.6,2963.1,2023-08-17T15:49:17Z,2024-10-01T04:12:56Z
AMD EPYC 9754 128-Core Processor,1.0,0-511,2.0,128.0,2.0,512.0,2.0,256 MiB (256 instances),512 MiB (32 instances),performance,1025.0,7015.8,82.9,2653.3,13.7,-,-,-,-,-,560.1,15034.5,2024-06-06T11:53:08Z,2025-10-30T17:02:34Z
Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,32 MiB (32 instances),44 MiB (2 instances),performance,1057.0,789.0,4.5,147.8,12.3,-,-,-,-,-,496.0,1539.3,2023-11-29T05:40:45Z,2025-10-27T16:27:02Z
Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,5 MiB (20 instances),50 MiB (2 instances),performance,1067.0,432.6,2.8,92.4,10.8,-,-,245.3,15.1,1.6,255.7,761.7,2024-01-21T15:26:02Z,2025-10-30T15:25:28Z
AMD EPYC 7702P 64-Core Processor,1.0,0-127,1.0,64.0,2.0,128.0,1.0,512K,16384K,ondemand,1086.0,2450.3,5.4,178.6,19.1,-,-,-,-,-,1932.8,3197.0,2023-07-12T13:41:06Z,2024-06-26T08:37:53Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,16 MiB (32 instances),256 MiB (16 instances),,1094.0,1012.7,3.8,125.9,15.8,-,-,481.9,69.4,2.2,240.8,1579.7,2025-02-23T14:38:24Z,2025-10-30T20:59:23Z
Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,powersave,1142.0,268.3,1.3,43.9,8.4,-,-,-,-,-,110.4,478.4,2023-07-12T13:42:15Z,2025-07-27T19:30:00Z
Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,256K,30720K,performance,1177.0,508.9,2.8,95.7,10.6,-,-,-,-,-,328.9,827.2,2023-07-12T22:43:28Z,2025-10-14T12:19:19Z
Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1024K,22528K,not_available,1224.0,775.9,3.8,132.2,12.1,-,-,-,-,-,335.5,1494.4,2023-07-13T08:31:15Z,2024-09-02T09:03:19Z
AMD EPYC 7413 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,24 MiB (48 instances),256 MiB (8 instances),,1260.0,1472.1,8.4,298.8,15.3,-,-,567.3,28.6,2.6,983.6,2968.4,2025-02-22T15:06:49Z,2025-10-30T22:30:31Z
AMD EPYC 7452 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,8.0,512K,16384K,performance,1271.0,1937.1,9.2,328.7,15.1,-,-,-,-,-,1338.6,3302.0,2023-07-12T15:15:32Z,2025-09-16T09:25:46Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,512K,32768K,conservative,1271.0,1621.4,7.5,268.6,16.9,-,-,-,-,-,92.3,2767.8,2023-07-12T19:41:33Z,2025-10-28T11:48:37Z
AMD EPYC 7501 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,8.0,512K,8192K,performance,1272.0,931.3,1.7,59.6,14.6,-,-,-,-,-,609.5,1071.1,2023-07-12T19:58:02Z,2024-11-08T20:37:56Z
Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,15360K,powersave,1297.0,188.6,0.9,32.1,7.9,-,-,-,-,-,131.2,291.2,2023-09-27T12:34:55Z,2025-02-17T00:27:43Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),256 MiB (8 instances),ondemand,1316.0,1827.5,9.3,335.7,19.0,-,-,533.4,59.9,3.5,87.3,3080.3,2024-09-22T01:16:40Z,2025-10-30T23:20:39Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,512K,16384K,not_available,1335.0,1027.0,3.8,140.5,16.0,-,-,-,-,-,215.0,1619.8,2023-07-12T14:15:10Z,2025-01-23T21:13:30Z
Intel(R) Xeon(R) Gold 6252 CPU @ 2.10GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1024K,36608K,powersave,1343.0,1219.5,5.0,183.9,12.7,-,-,-,-,-,646.8,2013.0,2023-07-12T14:16:27Z,2024-11-05T11:20:34Z
Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,1024K,25344K,powersave,1362.0,971.3,4.5,165.4,13.5,-,-,-,-,-,229.3,1687.1,2023-07-13T16:16:47Z,2024-12-31T09:45:38Z
Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,6 MiB (24 instances),60 MiB (2 instances),performance,1373.0,624.3,3.8,140.0,13.0,-,-,370.6,11.3,1.1,323.0,958.9,2024-06-04T10:11:18Z,2025-10-30T18:17:20Z
Neoverse-N1,0.0,0-255,2.0,128.0,1.0,256.0,2.0,1024K,not_available,performance,1380.0,4831.6,5.7,213.2,18.9,-,-,-,-,-,2563.0,5266.7,2023-12-04T15:29:34Z,2024-11-08T20:53:19Z
AMD EPYC 7702 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,2.0,512K,16384K,conservative,1381.0,2583.9,12.5,465.5,10.1,-,-,-,-,-,736.8,3956.8,2023-07-13T13:58:05Z,2024-07-23T03:55:44Z
AMD EPYC 9354 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,64 MiB (64 instances),512 MiB (16 instances),,1409.0,2745.2,11.5,430.0,21.4,-,-,870.0,53.1,3.2,1867.0,4508.1,2025-03-16T01:27:34Z,2025-10-30T23:31:44Z
AMD EPYC 7513 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,32 MiB (64 instances),256 MiB (8 instances),performance,1422.0,2042.0,16.6,627.3,16.0,-,-,-,-,-,1031.4,4022.4,2024-05-26T10:32:35Z,2025-10-30T20:03:29Z
AMD EPYC 7452 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,8.0,512K,16384K,performance,1438.0,1279.0,3.7,141.7,20.0,-,-,-,-,-,658.0,1520.3,2023-07-12T13:41:29Z,2024-05-17T19:48:01Z
Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,powersave,1439.0,386.4,2.3,86.8,12.1,-,-,-,-,-,101.1,618.5,2023-07-12T13:40:03Z,2025-01-03T02:52:33Z
AMD EPYC 7742 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,8.0,512K,16384K,conservative,1443.0,4193.3,12.0,457.4,16.4,-,-,-,-,-,2457.9,6371.0,2023-07-12T19:37:28Z,2024-07-01T01:41:35Z
Intel(R) Xeon(R) CPU E5-2697 v4 @ 2.30GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,256K,46080K,powersave,1462.0,802.1,3.0,115.3,11.1,-,-,-,-,-,337.0,1313.0,2023-07-12T15:39:06Z,2024-10-19T14:12:15Z
AMD EPYC 7702P 64-Core Processor,1.0,0-127,1.0,64.0,2.0,128.0,1.0,32 MiB (64 instances),256 MiB (16 instances),performance,1467.0,1901.9,15.6,596.3,14.9,-,-,-,-,-,969.9,3281.4,2024-06-11T10:07:34Z,2025-10-30T18:14:57Z
Intel(R) Xeon(R) Gold 6354 CPU @ 3.00GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,1280K,39936K,powersave,1518.0,1482.4,6.8,265.3,20.6,-,-,-,-,-,849.1,2129.0,2023-09-20T12:44:46Z,2024-07-21T04:42:19Z
Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,7 MiB (28 instances),70 MiB (2 instances),performance,1551.0,603.2,2.2,84.7,10.8,-,-,-,-,-,307.6,714.2,2024-08-02T08:56:42Z,2025-10-30T15:10:03Z
Intel(R) Xeon(R) Gold 5320 CPU @ 2.20GHz,1.0,0-103,2.0,26.0,2.0,104.0,2.0,1280K,39936K,powersave,1561.0,2260.3,4.3,170.0,21.7,-,-,-,-,-,1232.8,2847.3,2023-09-21T02:09:03Z,2024-07-21T00:13:13Z
AMD EPYC 7282 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,512K,16384K,conservative,1569.0,1005.8,3.3,132.2,15.7,-,-,-,-,-,660.5,1496.6,2023-07-12T13:40:49Z,2025-09-28T22:35:41Z
Intel(R) Xeon(R) Gold 5320 CPU @ 2.20GHz,1.0,0-103,2.0,26.0,2.0,104.0,2.0,65 MiB (52 instances),78 MiB (2 instances),performance,1676.0,2225.3,7.9,325.0,21.4,-,-,-,-,-,1011.3,2984.6,2024-07-23T17:11:17Z,2025-10-30T23:15:56Z
AMD EPYC 7452 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,512K,16384K,conservative,1709.0,1707.4,6.4,265.9,13.3,-,-,-,-,-,1206.7,3018.3,2023-07-12T14:58:55Z,2024-06-11T12:13:25Z
Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,performance,1718.0,428.7,1.0,41.3,10.1,-,-,-,-,-,315.8,649.2,2023-07-12T13:43:43Z,2025-10-30T22:49:44Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,512K,16384K,conservative,1735.0,1030.7,1.5,64.3,16.1,-,-,-,-,-,848.6,1446.7,2023-07-12T13:39:26Z,2024-10-26T16:36:09Z
Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,0.0,0-23,2.0,12.0,1.0,24.0,2.0,256K,30720K,conservative,1766.0,423.9,0.3,12.9,17.7,-,-,-,-,-,313.7,458.0,2023-07-12T13:45:30Z,2024-11-03T07:58:11Z
AMD EPYC 7452 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,32 MiB (64 instances),256 MiB (16 instances),performance,1783.0,1703.8,9.8,415.0,13.3,-,-,-,-,-,809.3,3295.9,2023-09-27T14:10:43Z,2025-10-30T17:50:17Z
Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,32 MiB (32 instances),44 MiB (2 instances),performance,1791.0,796.0,3.2,133.4,12.4,-,-,253.0,7.8,2.6,484.4,1293.4,2023-07-12T19:23:12Z,2025-10-30T07:40:51Z
AMD EPYC 7452 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,8.0,32 MiB (64 instances),256 MiB (16 instances),performance,1793.0,1380.0,2.4,102.0,21.6,-,-,-,-,-,899.5,1557.9,2024-06-07T12:28:24Z,2025-10-30T20:21:00Z
AMD EPYC 7402 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,512K,16384K,not_available,1795.0,1504.5,5.1,215.4,15.7,-,-,-,-,-,330.9,2421.0,2023-07-12T19:53:27Z,2025-01-06T22:22:12Z
AMD EPYC 7742 64-Core Processor,0.0,0-127,2.0,64.0,1.0,256.0,8.0,512K,16384K,performance,1854.0,5113.7,10.6,455.0,20.0,-,-,-,-,-,1877.7,6230.3,2023-11-10T09:33:33Z,2025-02-27T00:49:52Z
AMD EPYC 7453 28-Core Processor,1.0,0-111,2.0,28.0,2.0,112.0,2.0,512K,16384K,conservative,1930.0,1794.4,4.6,201.5,16.0,-,-,-,-,-,1051.6,3078.1,2023-07-13T07:16:32Z,2024-10-27T19:50:23Z
AMD EPYC 7742 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,8.0,512K,16384K,performance,1936.0,4030.8,9.5,417.1,15.7,-,-,-,-,-,2900.0,6476.1,2024-05-30T01:40:07Z,2025-10-30T17:11:00Z
Intel(R) Xeon(R) Gold 6252 CPU @ 2.10GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1024K,36608K,performance,1942.0,1126.1,5.5,241.5,11.7,-,-,-,-,-,367.8,2280.0,2023-07-12T13:40:52Z,2025-10-30T21:16:44Z
AMD EPYC 7702 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,2.0,64 MiB (128 instances),512 MiB (32 instances),performance,2003.0,2391.6,15.1,676.4,9.3,-,-,-,-,-,1093.5,5972.0,2024-07-04T17:25:33Z,2025-10-30T20:10:08Z
AMD EPYC 7452 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,512K,16384K,not_available,2077.0,2033.7,7.1,321.6,15.9,-,-,-,-,-,1125.6,3249.6,2023-07-12T23:05:56Z,2025-01-29T15:40:00Z
Intel(R) Xeon(R) Gold 6354 CPU @ 3.00GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,45 MiB (36 instances),78 MiB (2 instances),performance,2133.0,1284.0,6.6,304.8,17.8,-,-,-,-,-,532.9,2282.3,2024-06-04T21:47:54Z,2025-10-30T18:18:54Z
Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,7 MiB (28 instances),70 MiB (2 instances),performance,2134.0,714.4,3.8,174.1,12.8,-,-,-,-,-,204.8,1178.6,2023-07-19T04:37:24Z,2025-10-29T21:04:51Z
Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,powersave,2152.0,420.4,1.4,65.3,10.5,-,-,-,-,-,113.7,827.2,2023-07-13T01:10:09Z,2025-07-23T00:07:09Z
Intel(R) Xeon(R) Gold 6336Y CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1280K,36864K,ondemand,2156.0,1480.7,6.4,297.3,15.4,-,-,-,-,-,760.5,2765.1,2023-07-13T04:20:04Z,2025-01-01T02:48:11Z
Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,1.0,0-47,2.0,12.0,2.0,48.0,4.0,256K,15360K,not_available,2335.0,488.4,1.2,59.1,10.2,-,-,-,-,-,247.9,855.0,2023-07-13T03:00:24Z,2025-02-21T15:46:49Z
AMD EPYC 7513 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,32 MiB (64 instances),256 MiB (8 instances),conservative,2388.0,2441.7,13.5,660.5,19.1,-,-,456.3,96.0,6.2,1299.3,3981.8,2024-06-19T00:25:51Z,2025-10-30T22:44:01Z
Intel(R) Xeon(R) Gold 6336Y CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1280K,36864K,performance,2543.0,1346.6,4.7,239.0,14.0,-,-,-,-,-,763.5,2960.6,2024-06-05T02:12:31Z,2025-10-30T15:52:33Z
AMD EPYC 7502 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,32 MiB (64 instances),256 MiB (16 instances),performance,2652.0,1718.4,5.2,265.6,13.4,-,-,-,-,-,877.6,3155.2,2023-09-30T05:06:54Z,2025-10-30T04:13:45Z
AMD EPYC 9654 96-Core Processor,0.0,0-191,2.0,96.0,1.0,192.0,2.0,1024K,32768K,conservative,2662.0,5282.4,16.4,845.7,27.5,-,-,-,-,-,692.8,6746.6,2024-01-24T04:13:12Z,2024-09-05T03:53:13Z
Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,4.0,1024K,36608K,not_available,2698.0,1147.8,3.4,175.6,12.0,-,-,-,-,-,710.7,2538.6,2023-07-12T13:41:17Z,2025-01-07T08:04:40Z
Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,5 MiB (20 instances),50 MiB (2 instances),performance,2977.0,442.3,1.4,77.2,11.1,-,-,-,-,-,40.3,789.9,2023-07-13T15:36:35Z,2025-10-30T16:58:57Z
AMD EPYC 7H12 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,8.0,512K,16384K,performance,3030.0,3499.4,4.3,235.8,13.7,-,-,-,-,-,1409.0,4085.6,2023-10-05T16:19:45Z,2025-10-30T08:40:49Z
AMD EPYC 7763 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,2.0,512K,32768K,performance,3362.0,3920.2,9.9,574.8,15.3,-,-,-,-,-,2468.1,7081.9,2023-07-12T23:20:00Z,2025-10-30T18:25:16Z
AMD EPYC 7543 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,32 MiB (64 instances),512 MiB (16 instances),performance,3423.0,2339.9,7.5,437.0,18.3,-,-,460.5,36.9,4.7,1131.0,3994.1,2024-02-23T07:57:24Z,2025-10-30T23:14:37Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,16 MiB (32 instances),256 MiB (16 instances),performance,3460.0,1090.4,2.7,160.2,17.0,-,-,272.1,18.0,3.9,210.1,1622.2,2023-08-28T16:58:24Z,2025-10-30T22:12:43Z
Neoverse-N1,0.0,0-159,2.0,80.0,1.0,160.0,2.0,160 MiB (160 instances),not_available,performance,3837.0,2897.7,1.8,113.9,18.1,-,-,-,-,-,1555.8,3149.6,2023-11-08T08:39:58Z,2024-06-28T07:02:43Z
AMD EPYC 7452 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,32 MiB (64 instances),256 MiB (16 instances),conservative,3881.0,2227.0,7.9,491.2,17.4,-,-,404.9,68.6,6.2,1078.2,3274.0,2024-06-07T17:40:25Z,2025-10-30T22:14:11Z
Intel(R) Xeon(R) Platinum 8480CL,1.0,0-223,2.0,56.0,2.0,224.0,4.0,224 MiB (112 instances),210 MiB (2 instances),ondemand,3994.0,3667.3,8.9,561.3,16.4,-,-,1037.8,127.2,28.9,1173.6,7186.7,2024-09-19T15:38:50Z,2025-10-30T22:50:24Z
Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,256K,35840K,powersave,4410.0,624.7,2.1,140.3,11.2,-,-,-,-,-,140.1,1121.7,2023-07-12T13:43:26Z,2025-03-31T05:32:26Z
Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,powersave,4684.0,406.8,0.9,61.0,10.2,-,-,-,-,-,190.4,766.7,2023-07-13T01:55:30Z,2025-10-26T01:03:08Z
Intel(R) Xeon(R) Gold 5320 CPU @ 2.20GHz,0.0,0-51,2.0,26.0,1.0,52.0,2.0,65 MiB (52 instances),78 MiB (2 instances),performance,4823.0,1175.6,1.2,84.5,22.6,-,-,-,-,-,779.2,1578.3,2023-12-27T19:04:43Z,2025-10-30T21:48:39Z
Neoverse-N1,0.0,0-127,1.0,128.0,1.0,128.0,1.0,128 MiB (128 instances),not_available,conservative,5245.0,2449.1,2.4,177.2,19.1,-,-,228.3,97.5,12.4,1331.8,2648.6,2024-07-18T07:08:15Z,2025-10-30T22:49:31Z
AMD EPYC 7763 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,8.0,64 MiB (128 instances),512 MiB (16 instances),performance,6698.0,3825.8,8.7,715.6,14.9,-,-,486.4,222.0,12.8,2247.2,7141.8,2025-03-05T13:31:17Z,2025-10-30T21:15:49Z
